class,TFRC,CD26,MIG6,GAPDH,INPP4B,FOXM1,NF2,ACVRL1,IGFBP2,X4EBP1
1,-2.546,-0.24836,0.27723,-3.8831,1.4357,-0.46021,-0.64891,0.23996,2.9593,-0.017305
1,-0.61793,-0.16455,0.42099,-2.2153,0.72737,-0.54157,-0.30398,0.018271,0.31339,-0.34873
1,-0.17485,-0.054199,0.35176,-2.0178,0.35327,-0.086859,-0.5214,-0.16506,0.70196,1.0988
1,-0.52603,-0.13839,0.13286,-1.4228,1.3403,-0.62008,-0.54137,-0.25709,0.008327,-0.3184
1,-0.51686,-0.21775,0.44382,-1.9343,0.4339,0.047041,-0.68632,-0.18052,-0.7177,-0.58658
1,-0.40093,0.050549,0.02806,-3.8333,1.1727,-0.46042,-0.43709,-0.025367,-0.53442,-1.0313
1,-1.4071,0.058879,0.17894,-2.6459,0.80088,-0.5128,-0.55843,-0.1201,-0.8343,-0.44787
1,1.4043,0.078487,0.68016,-1.9593,-0.31371,0.01614,0.16594,-0.2715,-0.78723,0.0028703
1,-0.59438,-0.11925,0.32239,-2.2759,1.3571,-0.41699,-0.20283,-0.088923,-0.13738,-0.40277
1,0.20418,-0.15957,0.29066,-2.2584,1.2883,-0.46947,-0.14068,-0.078624,1.9581,-0.057762
1,-0.30763,-0.082776,-0.12823,-2.4338,0.79008,-0.64277,-0.6661,-0.14222,-0.085733,-0.53454
1,0.29508,0.095771,0.73483,-0.7773,1.3501,-0.52829,-0.10792,-0.13075,-0.38486,0.95356
1,0.45822,-0.084175,0.38893,-2.6107,0.52242,0.30978,-0.36844,-0.25385,0.83378,-0.044918
1,-0.49129,-0.13503,-0.025538,-3.7242,1.0019,-0.45634,-0.41539,-0.25495,-0.70385,-0.98381
1,-0.24132,0.25222,0.56443,-2.3725,2.5553,-0.63664,0.36598,-0.17973,-0.72485,0.23021
1,0.66837,-0.062401,0.17912,-0.85172,1.6851,-0.16256,-0.6769,-0.13752,-0.32481,-0.14434
1,-0.63974,0.032643,0.20714,-2.4401,0.39139,-0.73713,-0.098827,-0.15153,-0.91341,-0.6796
1,-0.38721,0.24176,0.52487,-3.0278,2.7983,0.62922,-0.61543,-0.028955,-0.22151,-0.24726
1,-1.2625,0.18845,0.021949,-3.2057,0.13471,-0.72125,0.41535,-0.084929,-0.30806,-0.30126
1,-1.1884,0.54104,0.20826,-2.6086,1.3057,-0.14207,-0.48115,-0.158,-0.16707,-0.47474
1,-0.90812,-0.04464,-0.070621,-4.0187,-0.26495,-0.66355,-0.35736,0.013847,-0.79007,0.19394
1,-1.2722,0.73024,0.062418,-0.21905,-0.4854,-0.72542,0.37049,0.050713,0.55419,-0.37512
1,-0.76329,0.28258,0.094586,-2.9904,1.2687,-0.77215,-0.18006,-0.13065,-0.74643,-0.47617
1,-1.084,-0.56974,0.12777,-2.9924,0.472,-0.56698,-0.65563,-0.16419,0.88923,-0.9052
1,-0.5261,-0.32147,0.21608,-1.8241,1.2576,-0.18901,-0.406,-0.10722,-1.2935,-0.37538
1,-0.70326,-0.12611,0.8969,-0.97724,0.012028,0.057975,-0.020665,-0.27321,-1.4856,-0.026786
1,1.1986,0.011177,0.46985,-1.5165,1.0387,0.34537,0.88527,-0.15393,-1.0895,1.1887
1,-1.2593,-0.085039,0.27205,-2.4614,1.0315,-0.63413,-0.24832,-0.0054574,-0.76988,-0.2416
1,-0.39054,0.025137,0.016618,-2.5696,0.58095,-0.47011,0.1702,-0.22208,-0.02135,-0.42004
1,-0.37252,0.076822,0.33453,-2.7141,0.93733,-0.61834,0.30068,-0.10557,-1.21,-0.179
1,-0.86725,0.17872,0.10101,-3.0831,-0.44784,-0.58562,-0.2129,-0.21833,-0.87431,-0.060496
1,-0.74059,-0.1473,0.092879,-2.6544,0.29831,-0.17302,-0.39208,-0.044111,0.59841,-0.62252
1,1.3805,-0.28594,0.26439,-0.098347,0.56885,-0.3948,-0.011405,-0.15283,-1.3964,-0.2803
1,1.7309,-0.28802,-0.10522,-0.5899,0.77907,0.66843,0.21541,-0.37094,3.4345,0.067805
1,-0.044004,-0.1722,0.058959,-2.8076,1.3815,-0.6677,-0.1926,-0.29571,-0.56254,-0.38853
1,-0.50857,0.027924,0.56076,-2.1361,0.87364,-0.7489,-0.50203,-0.17241,-0.3168,-0.36564
1,-0.45757,0.23202,0.68259,-2.0438,2.3044,-0.71849,0.033535,-0.20441,-0.58596,-0.5636
1,-0.12809,-0.37417,-0.075374,-4.2762,0.21234,-0.5991,-0.14063,-0.076178,-0.6053,-0.42052
1,-1.0643,-0.31544,-0.21077,-3.1245,1.3287,-0.88874,-0.099646,-0.15713,-0.74545,-0.34021
1,-0.16899,-0.22435,0.2328,-2.071,1.8312,-0.39885,0.27586,-0.18543,0.11862,-0.050772
1,-1.0526,-0.15825,0.20555,-2.991,0.43928,-0.10107,-0.7843,-0.10995,-0.88682,-0.12524
1,-0.5492,0.049768,0.42853,-0.62954,1.2424,-0.43693,0.79518,-0.11291,1.0239,-0.041233
1,-0.71072,0.17049,0.47931,-1.504,-0.46836,-0.58561,0.25656,-0.035902,-0.69548,0.12614
1,-0.73304,0.62508,-0.052166,-5.125,1.1635,-0.15959,0.079914,-0.24989,-1.0136,-0.10785
1,0.4575,-0.21515,0.70924,-2.0643,0.89747,-0.44668,0.074684,-0.21905,-1.1041,-0.39874
1,-0.30835,0.092857,0.049615,-2.9127,0.38091,-0.43291,-0.15659,0.05147,0.54468,-0.48641
1,0.59006,-0.052389,-0.032161,-4.486,-0.4271,-0.73367,-0.14715,0.11563,-0.82891,-0.37388
1,0.54772,0.48046,0.31738,-0.94207,1.4345,0.17401,0.36,-0.10712,-0.58819,0.40768
1,-1.1528,-0.17151,-0.15751,-2.9928,0.80474,-0.017909,-0.089586,-0.21544,0.81747,0.35934
1,-0.9558,0.037081,0.4543,-1.7622,1.4029,-0.6898,0.002127,-0.13154,0.055655,-0.088557
1,-0.59203,-0.22311,0.13044,-4.9801,0.089638,-0.55686,-0.4862,-0.19071,-0.70437,-0.88918
1,0.063438,0.029602,0.074257,-0.77809,1.0066,0.41289,0.021188,-0.21732,1.9187,-0.1581
1,-0.12141,-0.058859,0.037733,-2.9555,0.98722,-0.73296,0.3721,-0.064186,-0.69548,-0.60434
1,-0.84321,0.35581,0.10983,-2.4134,-0.093901,-0.68895,-0.45536,0.001514,-0.12431,-0.66859
1,0.40257,0.19857,-0.045844,-0.58646,-0.036639,-0.30347,0.47147,-0.11772,-0.37508,-0.58015
1,-1.7105,-0.040437,0.030966,-4.4896,-0.46021,-0.6757,0.0093649,-0.013318,1.608,-0.25264
1,1.648,-0.44723,-0.11642,1.6998,-0.60823,0.91104,-0.71626,-0.19467,0.88365,0.74107
1,-1.3011,0.40578,0.037161,-4.2555,-0.42618,-0.45579,-0.21826,0.085672,-1.0998,-0.32365
1,-0.87585,-0.40106,0.15102,-2.9613,-0.52983,-0.71989,0.38596,0.097427,0.19594,-0.69288
1,-0.8799,-0.076733,0.04352,-1.686,0.29471,-0.77049,-0.01121,-0.15616,0.045497,-0.40308
1,-0.22252,-0.055781,0.14892,-2.639,0.59586,-0.31719,0.51731,-0.21039,-1.0372,-0.51093
1,-0.45351,0.023299,0.64067,-0.62567,3.0529,-0.41702,0.27808,-0.24053,-1.219,-0.12711
1,-0.13018,0.35609,0.17389,-3.3515,-0.16648,-0.5857,0.36158,-0.0054091,-0.82656,-0.58751
1,0.9888,0.1571,-0.036178,-1.0682,0.32839,-0.26086,0.11637,-0.063809,-1.3404,1.2716
1,-0.35159,0.83455,0.32615,-2.2941,0.26662,-0.47412,-0.3883,0.0089536,-0.17409,-0.56502
1,-0.78219,-0.22378,0.08939,-2.7063,0.077154,-0.15042,-0.11422,-0.2517,2.5052,-0.42321
1,-1.3765,0.0016248,0.097505,-3.4164,0.4014,-0.56234,-0.022744,-0.13066,-0.49585,-0.65926
1,-1.1785,-0.11577,-0.033517,-3.4135,-0.072182,-0.51361,-0.15025,-0.046994,-0.83313,-0.4373
1,-0.87764,-0.28925,0.059399,-2.8345,-0.30387,-0.79852,-0.01277,-0.024364,0.4582,-0.84218
1,-0.80732,-0.015304,0.41456,-2.2097,-0.37386,-0.81696,-0.32529,-0.17842,-0.12752,-0.30209
1,-1.1235,-0.096872,-0.089279,-4.005,-0.19218,-0.45705,-0.37754,-0.026761,2.1468,-0.35976
1,0.5585,0.39642,0.015854,-1.6256,0.41328,-0.18007,-0.52719,0.021498,1.1071,0.046075
1,-0.51445,-0.14834,0.58348,-1.9078,0.60025,-0.71251,0.055186,-0.20736,0.49825,-0.58436
1,0.22427,-0.33819,0.091203,-1.9554,0.25108,-0.3221,-0.60203,-0.1748,0.33988,-0.023529
1,0.11161,-0.051289,0.4023,-2.5166,0.47597,-0.45656,-0.30733,-0.057385,-1.2155,-0.54967
1,0.097993,0.26601,-0.029456,-1.6684,0.66211,-0.26675,-0.30626,-0.21226,-0.46018,-0.46985
1,-0.52368,0.043625,0.66737,-2.5235,0.13428,-0.58959,-0.42923,-0.22008,-0.7279,0.28003
1,-1.0596,0.093815,0.080407,-2.792,0.58608,-0.56886,-0.21149,-0.23107,0.55204,-0.37015
1,-0.7597,0.2223,0.53147,-0.83586,-0.39182,0.19632,-0.32281,-0.28715,-0.076139,0.16313
1,-0.40304,0.035252,0.35224,-2.5932,0.30797,-0.32868,0.018211,-0.12877,-0.8261,0.078244
1,-1.3629,0.46818,-0.10158,-2.5762,-0.27869,-0.903,0.026305,-0.14309,-0.1239,-0.43755
1,0.42154,-0.19773,0.86922,-2.3184,0.058215,0.11494,-0.79721,-0.18225,-0.89168,-0.1465
1,-1.6209,-0.19135,-0.038577,-1.3573,1.9413,-0.27917,0.20172,-0.23347,-0.4445,-0.29482
1,-0.95966,-0.20992,-0.013011,-5.1256,1.4549,-0.73347,-0.82811,0.069768,-1.1069,0.14997
1,-0.70892,0.89407,-0.011144,-1.7675,-0.57409,-0.54069,-0.37789,0.054212,-1.0927,0.52111
1,-0.43285,0.36375,0.66967,-2.9281,1.0807,-0.50843,-0.066967,-0.18737,-0.63757,-0.12541
1,0.30297,0.11887,0.37324,-1.011,0.43333,-0.084652,-0.90617,0.040814,0.15688,0.20426
1,-0.3564,0.53924,1.5451,-0.20812,-0.39833,-0.45674,0.003145,-0.13177,-1.0954,0.1851
1,-0.35125,-0.0083312,0.14695,-2.2174,2.0785,-0.0052691,-0.0243,-0.0085889,0.35171,-0.13646
1,-0.3532,0.13161,0.21135,-2.668,0.28426,-1.0197,-0.22359,-0.13246,-0.85283,-0.40117
1,0.31303,-0.25927,0.6033,-2.534,-0.24074,-0.18463,0.2043,-0.21074,-0.78533,-0.099965
1,-0.12513,-0.21615,1.3497,0.66225,-0.41,-0.5086,-0.2013,-0.16585,-1.3664,0.165
1,0.59724,-0.16841,0.48191,-1.7108,-0.25798,-0.50444,0.11791,-0.12389,-0.22439,0.73581
1,-1.2638,0.093592,0.019122,-3.0139,0.020253,-0.8099,-0.37744,0.0524,0.7334,-0.17689
1,-1.3551,-0.22303,0.15465,-1.2429,1.2374,-0.96183,0.039452,-0.10909,0.065096,-0.88448
1,-0.64263,-0.28999,0.88448,-0.74321,-0.37778,-0.17429,0.48536,-0.22521,-0.97744,-0.72449
1,0.44987,0.042585,1.3953,1.4641,-0.69197,0.84615,1.5586,-0.081634,-1.1168,0.98082
1,-0.37394,0.57119,0.18395,-1.8865,0.72759,-0.42965,-0.22837,0.10289,1.3509,-0.090272
1,-0.42139,0.04129,0.52558,-1.08,-0.60022,-0.42658,0.16562,0.0075393,-0.8349,-0.073402
1,-0.65503,-0.009714,0.17299,-2.1494,-0.12141,-1.059,0.70314,-0.32882,-0.88331,-0.77445
1,-0.96328,0.60423,0.212,-2.8427,0.08239,-0.81028,-0.34835,0.078574,-0.81089,-0.25311
1,0.044767,0.071037,-0.057752,-2.9083,1.172,-0.70889,0.085546,-0.12744,-0.45086,-0.12481
1,-0.70973,0.2921,-0.053294,-2.7951,-0.45011,0.013963,-0.72147,0.23551,-1.3139,1.3102
1,-0.47659,-0.020172,0.85005,-1.172,0.10994,0.361,-0.12977,0.19795,-0.027624,-0.2465
1,0.22529,0.070448,0.16514,0.75651,1.1079,0.028992,-0.29478,-0.19328,0.23124,0.011122
1,-0.62759,0.11431,-0.020511,-1.775,0.17423,-0.63989,-0.27512,-0.20406,1.2596,0.47267
1,-2.0746,0.1117,0.31371,-1.3075,1.1428,-0.80732,0.66448,0.090174,0.3462,-0.27932
1,0.30531,1.4573,0.27701,-0.48114,0.68098,0.25514,-0.54363,-0.20384,2.0703,0.18825
1,-0.78556,-0.039638,0.19673,-3.4713,0.58576,-0.315,-0.37294,-0.12818,-0.62892,-0.10211
1,0.31757,0.27514,0.20523,-1.1535,2.3261,-0.35417,-0.23518,-0.19454,-0.62636,0.4978
1,-0.88932,0.023236,-0.0043965,-2.0407,1.4376,-0.89941,0.25318,-0.2026,0.1539,-0.41954
1,-0.22486,-0.26966,0.3362,-2.2041,0.30179,1.2474,-0.76631,-0.26467,2.7535,0.54025
1,0.56588,-0.35845,-0.15247,-0.81708,0.23614,-0.054007,-0.29147,-0.1993,1.3642,0.38325
1,0.33672,-0.16073,-0.088408,-2.089,1.5944,-0.357,-0.16777,-0.17719,0.04706,-0.39331
1,-0.17513,-0.15962,0.21881,-2.002,0.87015,-0.024949,0.10579,-0.32082,1.4757,0.39254
1,-0.50344,-0.36693,-0.2168,-2.1536,-0.37347,0.65144,-0.55656,-0.21061,2.5916,0.37918
1,-0.55793,0.035247,0.12159,-2.8913,-0.19431,0.24208,0.19479,-0.38027,-1.0962,0.047618
1,-0.89321,0.16462,-0.053044,-4.1482,0.23203,-0.67281,-0.14675,0.049607,-0.50018,0.026639
1,-0.96343,-0.017473,0.052188,-2.6631,1.7073,-0.87953,-0.57591,-0.13455,-0.19974,-0.16287
1,0.97453,0.12973,0.09311,0.91733,1.5534,0.44855,-0.39766,-0.13845,-0.11088,0.65134
1,-0.16699,-0.014269,0.2537,-2.9324,0.14849,-0.023234,-0.41226,0.065285,1.5823,-0.1488
1,-0.10518,0.0054197,1.2059,-2.0826,0.7394,-0.19665,-0.33146,-0.047123,0.097128,0.010864
1,1.2564,0.21556,0.1936,-2.4044,0.92883,0.18459,0.61662,-0.33471,-0.081308,0.020816
1,-1.8886,-0.25335,-0.21295,-2.8171,-0.0020845,-0.75453,-0.35252,-0.14771,1.1645,-0.27824
1,-0.61221,0.029906,0.16879,-1.8167,1.2395,-0.3795,-0.20347,-0.22015,0.44565,0.11318
1,-0.83914,-0.027864,0.16525,-3.4467,0.73929,-0.72681,-0.45622,-0.27782,-0.99895,-0.52174
1,-0.47097,0.20797,1.0512,-1.5219,0.90892,-0.11842,-1.3841,-0.065102,0.35975,0.37915
1,-0.4537,0.30066,0.32683,-4.0456,-0.05505,0.050569,-0.14018,0.091057,-0.85314,0.47343
1,0.25886,-0.34464,-0.046084,-5.0074,2.0765,-0.84712,-0.043468,-0.10799,0.5484,-0.32422
1,-0.050128,-0.39936,-0.21637,-4.2322,0.017027,-0.67649,-0.32179,-0.20361,-0.94885,-0.86067
1,-1.1521,-0.020935,-0.014919,-3.6857,0.372,-0.53223,-0.42586,-0.00090852,0.18311,-0.31756
1,-0.63628,0.33337,0.91158,-0.60104,1.005,-0.013572,-0.31272,-0.033561,-0.94503,0.42278
2,1.2481,-0.47597,-0.19593,-2.4202,-0.57182,-0.11677,0.39401,-0.21585,1.2556,0.44996
2,1.1188,-0.30329,-0.15854,-0.70234,0.4128,-0.61066,0.3442,-0.21732,0.32116,-0.45643
2,-0.60247,-0.45111,-0.12923,-3.7164,0.025185,-0.51599,-0.075173,-0.11263,0.81629,-0.19678
2,2.2994,-0.55599,-0.46464,0.27776,-0.50123,1.0325,1.1131,-0.55994,1.7437,0.19329
2,1.5218,-0.58896,-0.25749,-1.9915,0.25593,0.17884,0.57569,-0.35658,1.3741,0.10374
2,-2.606,-0.48917,-0.061472,-2.3424,0.24867,-1.0302,0.1795,-0.25834,0.96501,0.19784
2,-0.4879,-0.46162,-0.16012,-0.055199,3.2117,-0.70376,0.76333,-0.065596,-1.1319,-0.40324
2,1.0737,-0.36744,-0.33115,-0.34312,-0.22117,0.10208,0.6257,-0.38232,1.4707,-0.28786
2,-0.16433,-0.14323,0.0043954,-2.837,-0.018009,-0.70963,0.16647,-0.12541,-1.0903,-0.068785
2,1.7328,0.013555,0.070149,-1.9532,0.0988,-0.47344,0.067139,-0.20074,1.0057,0.19893
2,-1.1584,0.082835,-0.038072,-3.3735,0.27725,-0.58904,-0.1315,-0.15827,0.20957,-0.34811
2,0.64971,-0.41522,0.18451,-0.59001,-0.54548,1.0506,0.2279,-0.33131,1.6986,-0.23214
2,0.79771,-0.38817,-0.15569,-1.5367,-0.27344,-0.015577,0.83978,-0.37282,1.1577,-0.55014
2,2.5397,-0.20354,-0.13167,-1.9928,0.41338,-0.23235,-0.29443,-0.2539,0.53135,0.0081801
2,1.3975,-0.36797,-0.17384,-2.1146,-0.10733,-0.28257,0.13601,-0.19293,0.37141,0.17425
2,1.9283,-0.22513,-0.14629,-2.2404,0.14479,-0.64628,-0.24116,-0.22507,3.0555,0.84618
2,0.55415,-0.26545,-0.20832,-1.4348,-0.2544,-0.30588,0.34684,-0.26647,1.8862,2.2535
2,0.16291,-0.31032,-0.03217,-1.734,0.29312,-0.56908,0.12936,-0.1745,0.96106,-0.17707
2,2.2086,-0.25194,-0.23564,-0.22999,-0.59024,0.21601,0.8725,-0.276,0.90856,0.55254
2,1.7546,-0.29234,-0.0013326,0.37462,-0.6859,0.79478,0.10635,-0.13763,0.56248,-0.014904
2,-0.54485,-0.43672,-0.072082,-3.6741,0.409,-0.33529,0.1925,-0.29563,-0.11105,-0.19309
2,2.7198,-0.22267,-0.13385,-0.31882,-0.53888,0.22406,0.50608,-0.27,2.4851,-0.13837
2,-0.096024,-0.49236,-0.21606,-0.44789,-0.36426,-0.033046,0.045909,-0.33524,1.5084,-0.48389
2,1.2902,-0.64134,-0.067547,-2.772,0.39549,0.67624,-0.1064,-0.34361,-0.55249,0.54413
2,1.7239,-0.46422,-0.25971,0.86802,0.81961,-0.070189,1.0374,-0.30884,-0.26127,0.43641
2,1.4705,-0.10387,-0.17856,-1.556,-0.38018,0.82482,-0.11548,-0.2206,0.53677,-0.069691
2,0.95472,-0.4156,0.055068,-2.2072,-0.084455,1.4741,-0.16372,-0.25858,-0.75385,0.26563
2,-0.026206,-0.11434,-0.088787,-2.0049,0.4332,-0.57436,-0.016106,-0.15992,1.0467,0.03658
2,1.013,-0.028995,-0.16413,-0.47404,-0.17233,0.03552,0.10395,-0.35994,3.158,-0.016651
2,1.4248,-0.38156,-0.14936,0.69551,-0.23545,0.25035,0.48614,-0.36328,1.285,-0.30023
2,2.1388,-0.29673,0.20115,1.9478,0.45277,0.73556,0.148,-0.0032531,-0.7595,-0.0027194
2,0.18331,-0.3785,-0.22661,-1.1482,-0.07229,0.27635,-0.14603,-0.34017,0.53696,2.592
2,2.0831,-0.34839,0.056289,3.0324,-0.48835,0.22145,0.62793,-0.22189,0.33753,0.4757
2,1.0033,-0.57273,-0.026044,-1.5837,-0.06308,-0.14008,0.38795,-0.16913,0.82594,0.15227
2,1.339,-0.12931,-0.083268,-1.1905,-0.40414,-0.47984,0.4813,-0.077401,-0.66871,-0.052093
2,0.70373,-0.50707,-0.43725,-0.99983,-0.4733,0.85807,0.077478,-0.44628,0.18219,0.024454
2,0.83288,-0.34424,0.041615,0.40597,0.0419,-0.47173,0.67452,-0.0091628,-1.2387,0.92822
2,1.6375,-0.34751,-0.21481,0.66029,-0.62712,-0.1164,1.1219,-0.45859,1.9651,0.43005
2,0.58846,-0.084794,-0.024335,3.2422,-0.2505,0.79751,-0.070067,-0.068624,2.2414,1.3307
2,1.1299,-0.10558,-0.084381,-1.0788,-0.52199,0.63832,0.2357,-0.24632,0.15821,0.68676
2,1.3219,-0.4244,-0.24431,-0.87174,0.53064,0.37391,0.46689,-0.3764,0.95473,-0.059573
2,0.85206,-0.36473,-0.19966,-2.5279,0.012089,0.0033268,0.28156,-0.23343,0.40024,0.16241
2,2.5927,-0.49374,-0.21238,0.5367,-0.0032437,-0.20158,0.82473,-0.29754,0.14815,1.9224
2,1.3525,-0.34942,-0.26039,0.56162,-0.76589,1.0839,0.62355,-0.27444,1.5929,0.21588
2,0.69469,-0.36412,0.3885,-1.5597,-0.30828,-0.07982,-0.2935,-0.084275,0.38624,1.232
2,0.46101,-0.49458,-0.25796,2.2617,-0.49355,0.31294,0.67261,-0.50644,1.787,0.0051338
2,1.4704,-0.24577,-0.060915,1.8831,-0.44086,-0.65484,0.19029,0.041073,0.36484,0.26824
2,1.8813,-0.32979,-0.15686,-1.8002,-0.25872,0.0087106,0.13124,-0.34903,2.5936,0.12804
2,0.99803,-0.47366,0.18425,0.18028,-0.65036,-0.70646,0.77193,-0.039002,2.5266,-0.097503
2,0.50679,-0.55315,-0.031016,-0.79311,-0.52046,0.92506,0.17226,-0.28533,-0.69814,-0.049686
2,1.9431,-0.35804,0.14807,1.0285,-0.64589,0.50335,0.33798,-0.23234,1.4716,1.1257
2,1.3249,-0.26566,-0.17608,-0.87326,0.60397,-0.15593,0.28262,-0.15685,-0.54376,0.76506
2,1.6467,-0.42917,-0.30224,-1.1724,-0.27376,0.065445,0.26185,-0.25366,2.0874,0.26187
2,0.13501,-0.32927,-0.07501,-2.074,-0.52587,-0.22857,-0.20719,-0.21321,1.0881,0.45047
2,0.7464,-0.30064,-0.14411,-1.8917,-0.47155,-0.071794,0.32115,-0.29533,0.3786,-0.48089
2,1.0012,-0.24613,-0.10127,-0.96443,-0.51099,-0.1262,0.29221,-0.26398,2.9968,0.23571
2,-0.30925,-0.36179,-0.14585,-2.4743,0.26034,-0.34224,0.28802,-0.34534,-0.99075,-0.30236
2,1.4157,0.055301,-0.33749,0.4876,-0.94595,-0.44613,0.53087,-0.44346,1.2586,-0.42314
2,1.7273,-0.32035,-0.16427,-3.2587,0.068033,-0.14137,0.38099,-0.30805,-0.18403,0.1704
2,1.2906,-0.38567,0.081267,0.26643,-0.87138,-0.35446,0.69167,-0.093265,1.3467,0.95611
2,2.4413,-0.21869,-0.037711,-0.91088,-0.69913,-0.23369,-0.29501,-0.11988,1.0038,1.8429
2,1.4321,-0.42159,0.029824,-0.96626,0.22737,-0.36511,0.32266,-0.36526,1.0091,0.2914
2,2.1422,-0.38576,-0.12683,0.95611,-0.49103,0.1078,0.84864,-0.32646,1.6599,-0.15503
2,-0.72881,-0.26522,-0.065845,-3.9024,0.60078,-0.28843,-0.024239,0.0055983,-0.61984,-0.62985
2,-0.10609,-0.2355,0.065513,-1.8072,1.4089,0.58955,0.3282,-0.25956,0.067951,0.036803
2,1.2853,-0.36298,-0.21685,-2.0553,0.12836,-0.18498,0.0013944,-0.30223,-0.5967,0.41613
2,2.6532,-0.41085,-0.20527,-0.52943,0.0887,0.23717,0.30049,-0.38772,0.95415,0.075922
2,1.5011,-0.012634,0.13254,0.71443,-0.17773,-0.3089,0.976,-0.10066,-0.29274,0.11048
2,-1.7354,0.22442,0.65251,-2.3689,0.2178,0.24409,0.13329,-0.24168,-1.3332,0.95421
2,1.3832,-0.36226,-0.35866,-2.0866,-0.30789,0.30162,0.8571,-0.58286,0.055048,-0.26045
2,0.64771,-0.32381,-0.01327,-2.7582,-0.083077,0.30218,0.13807,-0.24623,1.2949,0.14925
2,0.040085,-0.37104,-0.20552,-2.5837,0.67492,0.067575,0.25407,-0.29085,1.3536,-0.099883
2,1.54,-0.53572,-0.078753,1.0306,-0.3635,-0.44589,-0.023343,-0.21575,1.0933,0.9832
2,1.1722,-0.23926,0.057102,-0.66766,-0.046952,-0.4741,0.42384,-0.0084753,0.35888,-0.46145
2,0.0051344,0.055402,-0.13644,-1.8545,0.11819,-0.43472,-0.30473,-0.087331,-0.13625,0.58655
2,0.13001,-0.43866,-0.23828,-1.6588,0.044332,-0.44042,0.19214,-0.31063,-0.34849,-0.17483
2,1.3665,-0.18697,-0.091466,-1.2418,0.61883,-0.5577,0.99126,-0.30271,-1.0658,-0.35172
2,-0.22797,-0.051554,-0.043447,-4.8022,-0.25209,-0.54023,-0.21918,-0.13834,0.93387,1.5227
2,1.2339,-0.33474,-0.1816,-1.8011,0.40173,-0.082063,1.2729,-0.24004,-0.83124,0.36651
2,0.20226,-0.55144,-0.0654,-2.2911,0.3576,-0.1434,0.12171,-0.11143,2.2954,-0.52503
2,-0.073525,-0.13966,0.026893,-2.5074,-0.69632,-0.011749,0.096989,-0.19054,2.0477,0.72246
2,-0.33832,-0.22648,-0.25674,-1.3268,-0.43862,-0.58281,-0.32856,-0.10441,1.8934,1.4349
2,0.77472,-0.60084,-0.11645,1.6105,2.1425,0.54636,-0.31841,-0.34893,-1.5003,-0.56096
2,1.5179,-0.66599,-0.2506,0.054693,-0.15331,-0.079172,-0.034078,-0.28356,0.54695,0.1581
2,1.4291,-0.14118,-0.0098392,-2.3258,-0.51715,-0.063917,0.38372,-0.24919,2.3221,3.3126
2,1.1371,-0.2068,0.019787,-0.060249,-0.24864,-0.055358,0.48666,-0.27507,1.9501,0.054422
2,0.4622,-0.25626,-0.15127,-2.031,-0.62298,0.45132,-0.53968,-0.20589,1.1188,0.12717
2,1.4816,0.19103,-0.0079229,0.2328,-0.1601,0.017912,0.66928,-0.0036391,0.69043,0.51514
2,0.0063644,0.065837,-0.060076,-1.2595,0.30809,-0.51297,-0.14662,-0.18609,0.073399,0.17925
2,2.5556,-0.26945,-0.014478,-0.77568,-0.037293,0.08698,0.82658,-0.16647,1.8133,-0.3452
2,1.8553,-0.70592,-0.35903,-0.8215,0.26819,0.48606,0.18734,-0.3005,1.8471,0.16002
2,0.14274,-0.13548,-0.075335,-4.1204,0.14984,0.27245,0.20565,-0.21453,0.77975,0.72263
2,1.118,-0.18442,-0.0081707,-1.2723,0.12356,0.36415,0.26806,-0.20679,0.15227,0.26196
2,1.4691,-0.18077,-0.048053,-0.10939,-0.35508,0.19953,-0.037616,0.0037592,1.4992,1.9854
2,0.54068,-0.31748,0.018408,-2.4756,-0.065644,-0.23995,0.47231,-0.078759,-0.37206,0.17193
2,0.37775,-0.25064,-0.033428,-2.7689,0.039746,-0.50587,-0.5006,-0.071686,-0.18944,-0.22644
2,-0.43279,-0.24043,-0.15178,-2.1839,-0.10228,-0.24031,0.61627,-0.14822,-0.09028,0.88959
2,1.6323,-0.26075,-0.21793,0.49546,-0.64159,-0.41361,0.19261,-0.061062,1.8443,0.44826
2,0.48159,-0.2692,-0.16317,-0.46608,-0.056515,0.48101,0.48128,-0.33225,0.62021,0.093309
2,1.3714,-0.43824,-0.064422,-1.0888,-0.22878,-0.23965,0.31874,-0.20501,0.58355,-0.64519
2,1.0258,-0.41554,5.66E-06,-0.16695,-1.1627,-0.72136,0.69136,-0.24543,0.63297,0.81947
2,1.0867,-0.41222,-0.030741,1.5368,-0.45915,-0.098519,-0.34447,-0.20542,0.7797,0.45759
2,1.6226,-0.318,-0.011134,-1.2623,-0.023993,-0.30821,0.16766,-0.27135,1.8473,0.54451
2,2.0651,-0.3187,-0.12693,-2.5396,-0.50795,0.69615,-0.074176,-0.21927,1.2249,-0.44995
2,-0.37044,-0.53128,-0.16698,-1.2684,0.52949,-0.50088,0.18252,-0.30048,1.6597,-0.65835
2,2.1655,-0.89841,-0.54432,0.40045,-0.83759,0.2333,1.3747,-0.58348,2.6677,0.15364
2,0.1098,-0.26602,-0.054125,-0.99272,-0.49164,0.08915,-0.41668,-0.42068,1.577,0.60348
2,0.24785,-0.078835,0.78408,-2.1282,0.42545,0.20926,0.11187,-0.37929,-1.1699,0.012633
