class,TFRC,CD26,MIG6,PI3KP110ALPHA,GAPDH,INPP4B,GSK3ALPHABETA,BRD4,NDRG1_pT346,FOXM1,NF2,HER3,ACVRL1,DUSP4,RAB25,JNK_pT183Y185,IGFBP2,PKCDELTA_pS664,X4EBP1
1,-0.40288,-0.10136,0.11318,-0.29216,-3.0525,1.3106,0.0010628,-0.59863,0.33713,-0.60127,-0.44877,0.34846,-0.22084,-0.78755,0.11822,-0.23059,-0.40927,0.23033,-0.55515
1,-0.26823,-0.10077,0.33848,-0.12517,-1.7705,2.2581,-0.33969,-0.72374,-0.18769,-0.39579,-0.27353,0.12969,-0.04691,-0.37206,-0.18301,0.41455,-1.0404,0.099884,-0.35758
1,-0.15335,-0.34333,0.38689,-0.17928,-2.6101,-0.48831,-0.24752,-0.33492,0.20558,-0.29978,0.30443,0.59878,-0.031035,-0.053194,-1.2173,0.03597,-0.69619,0.11519,-0.34065
1,-0.37152,0.036242,0.42518,-0.65405,-4.3096,0.77732,-0.77226,-1.506,0.61103,-0.10815,1.279,-0.16272,0.058708,-0.23642,-0.16198,0.095657,-0.98408,-0.071012,1.0151
1,-1.4244,-0.16964,0.16574,-0.71759,-4.5105,-0.29319,-0.38162,-0.66805,0.94482,-0.032014,-0.89146,-0.045943,-0.09712,1.8195,0.78463,0.24119,0.64032,-0.24749,1.1465
1,-0.51645,-0.25915,0.27318,-0.27641,-2.6313,0.71298,-0.24684,-0.086741,0.075441,-0.53221,-0.26586,-0.051187,0.0058876,-0.23944,-0.63482,0.10359,-0.56097,-0.091189,-0.30522
1,-0.61257,-0.10915,-0.022586,-0.43582,-3.1988,1.3411,-0.3376,-0.29994,1.4825,0.27173,-0.80605,0.7661,-0.12845,-0.58948,-0.3174,-0.095362,-0.19643,-0.15322,-0.48067
1,0.74608,0.069332,-0.20712,-0.38708,-4.259,-0.34106,-0.064864,-1.4517,1.4873,-0.33987,-0.084706,-0.074962,-0.051277,1.9559,-0.59988,0.086633,0.67425,-0.052406,0.68661
1,-1.6092,-0.032563,0.17728,-0.83331,-1.923,0.3479,-0.3364,-0.48314,1.3295,-0.88492,-0.48478,0.79023,-0.088576,1.8171,0.81812,0.0052143,1.8353,-0.21539,-0.50888
1,-0.57677,0.93615,0.24573,-0.26991,-1.1029,0.44858,0.17403,-0.633,1.4407,-0.5686,-0.23904,-0.27407,-0.064186,1.806,0.61238,0.28723,2.5718,-0.38022,1.0059
1,-0.24482,-0.41801,-0.0088505,-0.33507,-2.5237,1.3639,0.072608,-0.45774,0.51614,-0.017943,-0.12085,-0.73267,-0.18957,0.52857,-0.040199,-0.2187,3.536,-0.24913,0.36883
1,0.29171,-0.36288,-0.016329,-0.082252,-1.9393,-0.13465,0.078146,-0.27717,1.2691,0.36557,-0.10996,0.45501,-0.15164,-0.074767,-0.05166,-0.043206,-1.1008,-0.25129,-0.41897
1,-0.30643,-0.29117,0.38925,-0.27835,-0.88633,0.23348,-0.086506,-0.27136,0.32548,0.32468,-0.4698,0.60198,-0.15287,1.6338,0.17167,-0.1526,1.2288,-0.25376,0.15359
1,-1.4124,-0.10048,-0.12012,-0.033937,-3.682,0.11225,-0.19013,-0.1784,0.1662,-0.97328,0.11768,-0.074562,0.0032195,-0.45333,-1.0647,0.097867,-0.39655,0.1993,-0.44472
1,0.77445,0.32062,0.66787,-0.068499,-2.3627,0.19638,-0.081324,0.30877,0.66343,-0.27459,-0.66666,0.36054,-0.065307,-0.71194,0.42289,-0.21628,-0.88829,-0.28601,0.38541
1,2.6675,-0.10004,0.13023,-0.56517,-2.2591,-0.40297,-0.11418,-0.30708,1.1167,0.6702,-0.37174,0.56395,-0.24495,-0.58069,0.19992,-0.088566,-0.022311,-0.34931,-0.028512
1,0.52282,0.23669,0.30286,-0.48463,-1.274,0.25419,-0.12736,0.19683,1.0026,0.29981,-0.7345,-0.028544,-0.28052,2.216,0.30519,-0.22913,0.048645,-0.13232,-0.016411
1,-1.0934,0.10762,0.062592,-0.23425,-2.7223,-0.23968,-0.27926,-0.29663,0.38299,-1.0532,0.24384,0.65818,0.085241,-0.83766,0.016131,0.099303,-0.61147,0.085398,-0.5628
1,-0.48284,0.078287,0.88705,-0.3559,-2.7131,0.93685,-0.31297,-0.1918,1.097,-0.22893,0.561,0.064657,-0.1351,-0.12643,-0.50097,0.023629,-0.82227,0.089251,-0.40281
1,0.49368,-0.35034,-0.030764,-0.2924,-1.9883,1.7994,0.10419,0.05102,0.69386,0.044945,-0.56095,-0.20281,-0.30334,1.3741,-1.1959,-0.082618,2.7427,-0.10301,0.15918
1,-0.52788,0.12012,1.1548,-0.25181,-2.482,-0.56171,-0.32229,-0.39679,1.3731,-0.45137,-0.34664,0.70775,-0.12356,-0.87891,-0.71666,-0.14897,0.27976,0.11625,0.47039
1,-0.96164,0.14362,-0.087647,-0.55525,-1.5356,-0.35374,-0.13678,-0.21004,0.49799,-0.82352,0.49536,0.032958,-0.040995,-0.84372,-0.076412,-0.07392,-0.089604,0.1542,-0.67257
1,0.17658,-0.21634,0.78884,-0.35505,-0.40877,0.6745,-0.042414,-0.39202,1.113,0.78484,0.070815,0.016152,-0.28864,-0.61561,-0.50083,-0.16942,-0.27063,-0.19379,-0.087131
1,-1.3409,0.55397,-0.034177,-0.34362,-2.6395,0.029845,-0.080104,-0.47719,0.21623,-0.79944,-0.012299,-0.072053,-0.15081,-0.6206,-0.040733,0.30251,-0.76516,-0.055449,-0.76639
1,-1.7371,-0.33035,-0.086842,-0.21194,-2.1888,0.51549,-0.3123,-0.13282,-0.33199,-0.28829,-0.1989,-0.27641,-0.25242,-0.46622,-1.0676,-0.2152,0.78183,0.038998,0.26984
1,0.17289,-0.36021,0.27607,-0.095411,-0.030625,1.3193,-0.1658,-0.40377,-0.62117,-0.098937,-0.16939,0.6314,-0.1439,0.50298,0.16806,-0.25923,-1.3464,-0.25137,0.22911
1,-0.044119,-0.16408,0.30639,-0.33974,-0.77037,0.84449,0.090531,-0.58601,1.6598,0.25973,-0.25841,0.44636,-0.16367,0.89427,0.63255,-0.027659,-1.4393,-0.26978,-0.19481
1,-0.76205,0.1309,1.4337,-0.1658,-1.0597,2.2521,0.161,-0.22691,-0.20058,0.29775,-0.976,0.1406,-0.21802,0.78556,-0.56551,-0.3735,-1.2646,-0.10828,0.53356
1,-1.1746,-0.36363,0.078492,-0.40291,-3.4401,0.89687,-0.10991,-0.58184,-0.0023901,-0.78623,-0.027758,0.4594,-0.15075,1.4916,0.72929,0.12913,-0.5618,-0.12542,-0.49486
1,-0.81666,-0.1224,0.078048,-0.38163,-3.2917,0.76608,-0.083615,-0.8283,1.5918,-0.062801,-0.8897,0.53497,-0.26123,1.9259,1.0047,0.11005,1.3834,-0.18438,-0.39711
1,-0.040313,-0.075431,0.47434,-0.58598,-3.305,0.70262,-0.13856,-0.45123,-0.16205,0.071387,0.31742,0.63777,-0.18157,1.1758,0.08134,-0.022169,0.85681,-0.22572,0.1955
1,-0.11865,-0.10164,0.079957,-0.41691,-1.5092,1.836,-0.28376,-0.1859,1.7655,-0.56998,-0.028917,0.32104,-0.11167,-0.58246,-0.55831,0.12586,1.5661,-0.079055,-0.61723
1,-0.38494,-0.22591,0.48056,-0.38086,-2.5386,0.64958,-0.36272,0.071744,0.6785,0.0038085,-0.4116,0.44583,-0.21648,1.3092,-0.089275,-0.049775,0.53804,-0.1007,0.13892
1,-0.20852,0.057612,-0.019009,-0.60983,-3.2862,1.2212,-0.095824,-0.22448,0.22525,-0.032067,0.068704,0.052607,-0.21885,-0.33219,-0.51004,-0.0038049,0.48466,0.026713,-0.46632
1,-1.6019,0.61813,0.23851,-0.054111,-2.1947,-0.028092,-0.36385,-0.71471,1.17,-1.0187,0.059859,0.76904,0.1517,-0.18011,0.10392,0.91672,-0.94654,0.49271,-0.5122
1,-1.3634,0.17221,0.11142,0.041552,-2.9036,0.33936,-0.18491,-0.40451,0.87043,-0.14499,-0.66328,0.44277,-0.15641,-0.57138,-0.34069,-0.033368,0.51655,0.068708,-0.25612
1,-0.34224,0.18725,0.29911,-0.34842,-0.87905,0.078447,-0.053015,-0.35956,-0.37351,-0.59211,0.53565,0.013206,-0.13637,1.2963,-0.71579,0.032816,-0.34669,-0.0038333,-0.22829
1,-0.65811,-0.17291,-0.05834,-0.61242,-3.0351,-0.27094,-0.36591,-0.61819,-0.27505,-0.66486,-0.14049,0.38601,-0.0049021,-0.4748,1.2874,0.10528,0.32777,-0.25254,-0.16861
1,-0.017942,-0.26816,-0.018777,-0.52423,-1.8409,0.077514,-0.16914,-0.12884,1.5063,-0.48534,0.47261,0.3932,-0.25719,0.38424,-0.63666,-0.033161,-1.0148,0.18082,-0.4354
1,0.32517,1.0317,0.51217,-0.3004,-0.85669,1.6432,-0.055592,0.017534,0.68075,-0.44142,-0.44685,-0.12553,-0.20244,0.057944,-0.60907,-0.058865,1.3432,-0.20362,0.058231
1,-0.34029,-0.059863,0.36673,-0.19139,-1.5463,1.5357,-0.052525,-0.42926,0.9416,-0.65993,-0.28903,0.047563,-0.16143,-0.73743,-0.06829,-0.26589,-0.056113,-0.16782,-0.19586
1,-0.85891,-0.29147,0.1053,-0.56024,-3.9313,1.4437,-0.38763,-0.93399,1.3844,-0.65004,-0.60439,0.10517,-0.12679,-0.60982,-0.80548,-0.011224,1.6919,0.10418,-0.56215
1,-0.81714,-0.29194,0.58154,-0.68716,-4.0204,1.1414,-0.41652,-0.38291,1.4066,0.041939,-0.65976,1.0308,-0.037415,0.94237,0.70582,0.23931,0.56654,-0.15365,-0.68076
1,-0.0020047,-0.50097,0.87575,-0.46373,-1.3069,0.5344,-0.0048872,0.66704,0.64875,-0.24908,0.046025,0.092905,-0.30301,-0.9125,-0.19847,-0.2707,1.5335,-0.3093,-0.20544
1,-0.85246,0.31852,0.16894,-0.22581,-2.3263,0.68285,-0.35275,-0.51062,1.984,-0.42458,0.0037738,-0.20899,-0.076203,-0.47088,-0.035582,-0.020478,1.2446,0.12723,-0.67174
1,0.62992,-0.35112,0.57931,-0.36688,-1.6656,0.65695,-0.18831,-0.094408,1.4355,-0.24186,-0.20496,0.61905,-0.20426,1.511,0.62915,-0.15052,-0.94396,-0.22869,-0.36197
1,-1.8481,-0.26579,0.13825,-0.42616,-3.1486,0.17752,-0.55843,-0.53131,1.2232,-0.73652,-0.1582,0.11166,0.0087196,-0.2308,-0.36355,0.19976,0.26962,0.16244,-0.68793
1,-0.17365,-0.15429,-0.10676,-0.42639,-2.0272,0.46425,-0.16453,-0.2688,0.97361,-0.64038,0.30283,-0.35752,-0.15623,-0.60442,-0.83253,0.17206,-0.17111,-0.027542,-0.51839
1,0.91677,-0.27352,0.071076,-0.19222,-2.2483,0.78182,-0.15151,0.00044205,-0.59798,0.01255,-0.36509,0.062182,-0.0387,-0.29799,0.63315,-0.052322,-0.96973,-0.37694,0.36009
1,-0.33747,-0.070892,0.09436,-0.21702,-1.578,0.003062,-0.047309,-0.19598,0.54549,-0.54869,0.077182,0.2191,-0.21664,1.7112,-0.13784,0.038796,-0.25689,-0.0043635,-0.16156
1,-0.67832,0.095735,0.31565,-0.64826,-1.259,1.3055,-0.23448,-0.086126,0.68102,-0.60567,0.16851,0.19752,-0.22486,-0.8404,-0.2918,0.10349,-0.74674,-0.039797,-0.4803
1,-0.63416,0.39826,-0.12817,-0.84595,-2.7737,1.4109,-0.34079,-0.59532,0.9752,-1.3275,0.48591,1.016,-0.26543,-1.052,0.1006,0.099018,-0.50484,0.17001,-0.68743
1,-0.74569,-0.15689,0.16658,-0.53992,-2.2639,0.84831,-0.23938,-0.69395,1.6688,-0.56077,0.15888,0.15306,-0.15254,1.0314,-0.19883,-0.21205,-0.33195,-0.3476,-0.41009
1,-0.68882,0.35078,0.2979,-0.2569,-1.9458,0.98901,-0.40076,-0.74276,0.4533,-0.51444,-0.073158,0.08138,-0.075151,-0.69502,-0.55291,-0.15729,-0.71168,-0.044271,0.093105
1,1.7026,-0.31599,0.12654,-0.60047,-0.016463,-0.46748,-0.28974,-0.57683,0.7306,-0.56129,-0.2942,0.45389,-0.11737,-0.27846,-0.10993,-0.05852,0.10954,-0.28257,0.57476
1,-0.58316,0.0018823,0.52949,-0.047485,-0.43127,1.2018,-0.19844,-0.62973,1.9059,-0.74916,-1.4952,0.78375,-0.30369,-0.44908,0.39265,0.81502,-1.2326,-0.20645,-0.69407
1,-0.9697,-0.054485,0.20918,-0.20456,-2.8868,-0.080924,-0.30847,-0.52244,0.29869,-0.88345,-0.030849,0.74422,-0.042988,0.17596,0.7425,-0.13817,0.20809,0.10317,-0.61166
1,-1.0184,0.75918,0.068679,-0.48229,-3.0092,-0.4816,-0.28959,-1.0561,0.75489,-0.79892,0.33756,-0.025244,-0.020803,0.14107,0.86054,-0.11955,-0.95323,0.13279,-0.5719
1,-1.2428,0.25366,-0.004063,-0.49702,-2.3358,0.25033,-0.12859,-0.61306,0.67031,-0.67362,0.0021332,-0.15503,-0.13432,-0.20871,0.018663,0.10395,-0.30008,-0.12737,-0.15249
1,2.3123,-0.2861,-0.020208,-0.83031,-3.1612,-0.43455,-1.0647,-2.0414,0.71477,-0.21171,0.20352,0.29744,0.29984,-0.1097,-0.5451,0.58918,1.1508,0.13915,-0.053378
1,-0.5176,-0.1852,0.3017,-0.32051,-1.5026,2.4682,-0.19794,-0.41495,2.2778,-0.37374,-0.099727,0.059177,-0.02649,-0.22822,-0.53612,-0.0955,1.2447,-0.16538,-0.57647
1,-0.75098,-0.11221,0.32538,-0.21488,-3.065,-0.3251,0.1337,-0.24106,1.8556,-0.75113,-0.66082,-0.2768,-0.31201,0.72715,0.65713,0.037607,-0.84289,-0.049497,-0.13111
1,-0.79914,-0.10186,-0.057187,-0.46406,-2.5473,0.83022,-0.29672,-0.44648,1.0986,-0.65731,-0.032613,0.28454,-0.056651,-0.50511,-0.55222,0.13185,-0.85783,-0.066845,-0.28681
1,-0.70682,-0.10764,0.063616,-0.43484,-0.48167,1.3936,0.021981,0.083216,1.6844,-0.51697,0.045025,-0.2762,-0.28361,1.1108,0.26431,-0.16102,2.4531,-0.23505,-0.10887
1,-0.90371,0.14416,0.011569,-0.43319,-2.9887,0.85913,-0.33902,-0.363,2.0321,-0.76418,-0.29575,0.44193,-0.24693,-0.814,-0.43185,0.13407,-0.10064,-0.12611,-0.83746
1,0.29787,-0.35163,-0.12469,-0.38064,-1.2665,-0.41369,-0.15126,0.029144,1.9213,-0.00044644,-0.79311,0.98653,-0.20804,-0.16356,0.3573,-0.011476,0.62721,-0.19248,0.29742
1,0.29588,0.73058,-0.021776,-0.48009,-4.8078,-0.36671,-0.60566,-0.42834,1.3678,-0.22221,-0.66733,0.32635,0.0039849,-0.26834,-0.71249,0.062718,-0.42466,-0.1533,0.59042
1,-0.13431,-0.25808,0.028608,-0.036104,-2.7687,0.37147,-0.27017,0.039815,0.76324,0.33929,-0.19327,0.58882,-0.37078,-0.74322,0.3181,-0.22899,-0.37227,0.050894,-0.25591
1,-0.63119,0.56514,0.19201,-0.4755,-1.9938,2.6283,-0.44569,-1.6385,2.3111,-0.69626,-0.80327,0.22143,-0.25419,-0.72405,-0.3772,0.37374,-0.36125,0.2742,-0.61142
1,-1.617,0.50237,0.18619,-0.48501,-2.4189,-0.14532,-0.30349,0.081781,1.3575,-0.91895,0.26107,0.80303,-0.26575,-0.99469,0.52847,-0.026624,-1.0378,0.40493,-0.57133
1,-0.6642,-0.10187,0.037551,-0.17594,-2.5951,1.1856,-0.095004,-0.13325,0.58804,-0.31211,-0.025571,0.28934,-0.24805,-0.19397,-0.52807,-0.087222,-0.79608,-0.11384,-0.24546
1,0.39651,0.13225,-0.0016089,-0.17529,-2.3634,0.60883,0.30639,0.075099,1.3279,9.05E-05,0.36892,0.098896,-0.31081,-0.30955,0.019765,-0.19544,0.070488,-0.084942,-0.34648
1,-0.3464,0.14746,0.19673,-0.22817,-1.5676,1.6305,-0.07319,-0.056749,1.0204,-0.54562,0.47397,-0.40337,-0.18667,0.18557,0.10149,-0.15402,-0.90982,0.094871,0.084254
1,-0.33355,-0.14016,0.18762,-0.43633,-2.7565,0.85412,-0.15095,0.039086,0.28008,-0.44359,-0.28822,0.60835,-0.11277,-0.14878,-0.33683,-0.19197,-0.88954,-0.079518,-0.34597
1,-0.052168,-0.38837,0.097725,-0.846,-0.010525,1.7087,-0.069148,-0.19998,0.34398,0.28132,-0.077216,-0.16118,-0.26975,2.0004,-0.3561,-0.11837,2.0764,-0.36063,0.86877
1,-0.81357,0.09466,0.28319,-0.40377,-2.8251,1.5101,-0.44348,-0.3875,1.3624,-0.46426,-0.28255,0.95902,-0.080329,-0.45102,-0.5747,-0.068565,-1.0706,-0.14097,-0.54209
1,-0.40653,-0.10202,0.82453,-0.6603,-1.7806,-0.63461,-0.18341,-0.10931,1.2692,-0.56258,0.7668,0.18486,-0.28756,-0.4139,-0.4972,-0.062675,-0.92631,0.23977,0.3791
1,-0.22245,-0.36827,0.27694,-0.34904,-2.7217,1.7296,-0.38127,-0.19781,0.75971,-0.80122,0.16654,-0.23629,-0.33782,-0.5235,-1.1063,-0.13022,-0.83508,0.033095,-0.91507
1,0.60603,-0.16644,0.43195,-0.34391,-1.1138,0.81212,-0.10712,-0.18351,1.9488,-0.15935,-0.080805,0.18994,-0.10705,0.90719,0.40073,-0.049264,-1.0391,-0.28498,0.26577
1,0.070202,0.053892,0.25141,-0.29349,-2.6971,-0.024117,-0.2911,-0.32341,1.3526,-0.15053,0.020626,-0.086369,-0.00022155,-0.027878,-0.26306,0.12063,1.2612,-0.13375,0.18107
1,-0.89305,-0.13821,0.16675,-0.19313,-2.6376,-0.028527,-0.37957,-0.13901,1.3923,-0.6523,-0.39002,0.013624,-0.10853,-0.70062,-0.39476,-0.047715,-0.69047,-0.24896,-0.27956
1,0.82089,-0.3917,-0.28628,-0.65317,1.0108,2.8499,0.28877,0.038954,1.0554,-0.96922,2.3269,0.34704,-0.52435,-0.43685,-1.2589,-0.76798,1.0957,-0.33331,0.033926
1,0.29466,0.25711,-0.17001,-0.5257,-2.7449,0.66038,-0.37021,-0.66095,1.2927,-0.49863,0.2158,0.46159,-0.16969,-0.19074,0.096161,0.21075,-0.49663,0.041149,-0.50284
1,-0.34646,0.7713,0.37678,-0.26768,-2.1417,-0.27191,-0.18169,-0.49274,0.97421,-0.93194,0.10497,0.18753,-0.14791,-1.0321,0.34315,-0.085934,-0.71679,0.102,-0.20317
1,-0.87229,0.21239,0.21963,-0.8024,-1.7325,0.28433,-0.045389,-0.45628,2.3864,-0.70829,-0.20716,0.080003,-0.16229,-0.3637,0.0093313,0.089307,-1.0078,-0.16342,-0.42044
1,-1.4918,-0.070285,0.17078,-0.18583,-3.4618,0.87181,-0.16814,-0.70542,0.90383,-0.039029,-0.88821,-0.51799,-0.062429,-0.57698,-0.96137,0.24121,-1.3259,-0.39077,-1.3125
1,1.5544,0.055502,0.74805,-1.382,-2.9104,1.9324,-0.72893,-2.6142,-0.31448,0.95338,-0.4338,0.0838,0.2853,-0.60311,-0.36865,0.61925,-0.10903,-0.65672,-0.59191
1,-1.1586,0.16845,0.25361,-0.46318,-3.0489,-0.013635,-0.2042,-0.14198,1.693,-0.74856,0.036042,0.37049,-0.26746,-0.80923,0.62275,-0.053433,-1.1437,0.023556,-0.65705
1,-0.63976,0.42568,0.5605,-0.24244,-2.6568,2.1782,-0.18855,-0.62818,2.2265,-0.74218,-0.16249,0.54034,-0.21387,-0.70603,-0.34931,-0.10655,-0.93001,-0.054348,-0.34168
1,1.6433,-0.50482,-0.23582,0.035376,-2.616,1.6283,-0.022995,0.23136,1.3882,1.3369,0.43394,0.0086693,-0.44792,-1.0427,-0.41043,-0.065321,-0.79071,-0.29374,0.24475
1,-0.81066,0.10947,0.0031875,-0.4319,-0.89429,-0.11114,-0.57253,-1.0546,0.83941,-0.51108,-0.62395,0.58317,-0.0071845,-0.4049,0.37294,0.13354,-0.48278,0.024311,0.026583
1,-0.90011,0.023017,0.25681,-0.53481,-1.804,1.2965,-0.45358,-0.69156,2.67,-0.16629,-0.54418,0.2172,-0.18015,-0.68353,0.28852,0.025976,0.36034,-0.12132,-0.4994
1,0.15958,-0.35011,-0.071079,-0.39697,-4.0412,3.3254,-0.098206,-1.0701,2.3332,-0.43303,-0.84189,0.48294,-0.23727,-0.58857,-0.42277,0.17711,-0.49369,-0.24617,-0.19763
1,-0.10455,0.30864,-0.039408,-0.20885,-2.4594,0.26707,-0.15362,-0.89619,0.55324,-0.77909,0.68971,0.44344,-0.029588,-0.89242,0.65725,1.1402,-0.73293,0.21574,-0.44367
1,-0.29711,-0.12607,-0.23957,-0.22167,-2.7931,0.086507,-0.23033,-0.76515,1.1632,-0.78057,-0.24058,0.69111,-0.045733,-0.8635,-0.48807,0.086703,-0.61063,-0.0021951,-1.2537
1,-0.72598,0.031375,0.026538,-0.44949,-3.6357,0.49225,-0.20007,-0.69247,-0.076175,-0.27125,-0.65656,1.4295,-0.12256,-0.56091,0.0014058,0.28411,-0.43884,0.16743,-0.7813
1,-0.023369,0.27227,-0.014651,-0.13262,-3.1629,-0.042065,-0.093841,-0.32349,0.74276,-0.62121,0.31512,0.70631,-0.086443,-0.17805,0.44182,-0.24038,-0.81286,-0.13938,-0.84132
1,-1.2666,0.070532,0.41081,-0.51319,-1.3037,0.9804,-0.33941,0.27934,1.1527,-0.49907,-0.33857,0.7719,-0.24555,-0.72106,0.40496,-0.096635,-0.19182,-0.11328,0.18522
1,-0.98389,-0.25196,-0.060605,-0.20762,-2.8956,0.11702,-0.11568,-0.95142,1.1826,-0.27048,0.094682,1.2204,-0.26785,-0.023383,0.89466,-0.20329,2.5363,0.038851,-0.32695
1,-1.2699,0.11392,0.11031,-0.36382,-1.7708,0.20722,0.024255,-0.64108,2.6381,-0.29722,-0.68018,0.15767,-0.23729,0.43076,0.25238,-0.086839,2.5352,-0.23532,-0.18753
1,-0.21462,-0.073434,0.082706,-0.19196,-2.7017,0.43034,-0.14983,-0.36272,1.8715,0.65833,-0.95201,0.22045,-0.30777,0.33957,-0.13561,-0.10889,1.0643,-0.17284,1.1531
1,-0.23578,-0.12526,0.16213,-0.25505,-1.8723,1.2152,-0.33929,0.048704,0.48501,-0.77356,-0.34155,0.29307,-0.16377,-0.95459,0.43286,-0.1633,1.7831,0.06971,-0.14597
1,0.020927,-0.2261,-0.05043,-0.87212,1.232,-0.73408,-0.26206,-0.70535,0.88478,0.89144,0.24623,0.52159,-0.21728,1.5662,-0.607,0.094213,-0.30271,0.084145,-0.019249
1,-1.3938,0.028901,0.65553,0.0087872,-2.4289,0.82802,-0.12435,-0.18593,0.63029,-0.30568,-0.20989,0.2646,-0.089334,0.45152,0.81488,-0.0052085,-0.42,0.081114,-0.29555
1,0.055209,0.024353,0.88998,-0.72477,-2.3946,0.051024,-0.050426,-0.30299,1.5292,-0.35113,-0.24142,0.38271,0.12811,0.96012,-0.80873,-0.16068,0.57342,-0.12248,0.28003
1,0.6705,-0.60294,-0.1351,-0.20606,-2.8659,-0.59073,-0.82973,-1.7851,1.5617,0.13817,-1.1508,-0.41639,0.32293,-0.1737,-1.0051,0.37087,-0.94478,0.2238,0.60882
1,-0.53837,-0.056148,0.13884,-0.3972,-1.501,0.12175,-0.34121,-0.34761,0.82957,-0.64563,-0.31218,0.68814,-0.022964,0.11487,0.95635,0.12601,0.91789,-0.15932,-0.54383
1,0.0036248,0.073131,-0.012213,0.31376,-1.0217,-0.02748,-0.18275,0.10981,-0.50027,0.95913,0.097981,-0.42941,-0.16827,-0.062892,-0.32433,-0.10599,0.24463,-0.1726,1.8816
1,-0.1204,0.2542,0.31943,-0.20369,-1.4213,1.0429,-0.39949,-0.010664,1.9019,-0.591,-0.082546,0.1931,-0.24346,-0.8875,-0.59228,-0.058137,-0.97952,0.31943,-0.10699
1,-1.1418,0.080552,-0.10832,-0.36305,-4.3027,0.12613,-0.45617,-0.47976,-0.087525,-0.80234,-0.16452,0.81143,0.096285,0.15183,1.3692,0.0628,0.90024,-0.14988,-0.69509
1,-2.546,-0.24836,0.27723,-0.50138,-3.8831,1.4357,-0.4961,-1.3796,2.3453,-0.46021,-0.64891,0.48122,0.23996,-0.14019,-0.40371,0.28165,2.9593,0.048216,-0.017305
1,-0.61793,-0.16455,0.42099,-0.13188,-2.2153,0.72737,-0.063057,-0.31392,2.4221,-0.54157,-0.30398,0.10542,0.018271,-0.20182,-0.24057,0.034435,0.31339,-0.14765,-0.34873
1,-0.17485,-0.054199,0.35176,-0.48148,-2.0178,0.35327,-0.229,-0.10338,0.30718,-0.086859,-0.5214,-0.16958,-0.16506,0.42377,-0.86562,-0.15522,0.70196,-0.13318,1.0988
1,-0.52603,-0.13839,0.13286,-0.52105,-1.4228,1.3403,-0.19208,-0.041647,2.6908,-0.62008,-0.54137,0.44469,-0.25709,-0.76401,0.79412,0.145,0.008327,-0.0067457,-0.3184
1,-0.51686,-0.21775,0.44382,-0.39957,-1.9343,0.4339,-0.091711,-0.22577,1.4386,0.047041,-0.68632,0.17559,-0.18052,1.1938,1.3672,-0.091009,-0.7177,-0.17867,-0.58658
1,-0.40093,0.050549,0.02806,-0.24201,-3.8333,1.1727,-0.33382,-1.3786,0.47653,-0.46042,-0.43709,-0.17664,-0.025367,-1.1574,-0.67337,0.47648,-0.53442,-0.027258,-1.0313
1,-1.4071,0.058879,0.17894,-0.25931,-2.6459,0.80088,-0.44588,-0.42332,1.2515,-0.5128,-0.55843,0.1074,-0.1201,-0.29297,-0.037782,-0.27275,-0.8343,0.31951,-0.44787
1,1.4043,0.078487,0.68016,-0.97737,-1.9593,-0.31371,-0.22273,-0.28792,1.5419,0.01614,0.16594,0.86803,-0.2715,-0.33879,0.32726,-0.03592,-0.78723,-0.36079,0.0028703
1,-0.59438,-0.11925,0.32239,-0.29421,-2.2759,1.3571,-0.21707,-0.10302,1.8891,-0.41699,-0.20283,-0.018427,-0.088923,-0.48366,0.16696,-0.19321,-0.13738,-0.19054,-0.40277
1,0.20418,-0.15957,0.29066,-0.19704,-2.2584,1.2883,-0.081543,-0.37176,1.4307,-0.46947,-0.14068,-0.051695,-0.078624,-0.38474,-0.038017,-0.1188,1.9581,-0.033141,-0.057762
1,-0.30763,-0.082776,-0.12823,-0.37124,-2.4338,0.79008,-0.29101,-0.90217,0.88265,-0.64277,-0.6661,0.61446,-0.14222,-0.42207,-0.57636,0.12622,-0.085733,0.11756,-0.53454
1,0.29508,0.095771,0.73483,-0.43002,-0.7773,1.3501,-0.13981,-0.76354,0.80515,-0.52829,-0.10792,0.21991,-0.13075,-0.35571,-0.56206,-0.050177,-0.38486,-0.25379,0.95356
1,0.45822,-0.084175,0.38893,-0.52671,-2.6107,0.52242,-0.076011,-0.078502,0.1978,0.30978,-0.36844,0.3812,-0.25385,0.54686,0.24499,-0.055929,0.83378,-0.33258,-0.044918
1,-0.49129,-0.13503,-0.025538,-0.2228,-3.7242,1.0019,-0.11563,-0.77517,0.8965,-0.45634,-0.41539,0.30593,-0.25495,-0.5106,-0.15058,0.33287,-0.70385,-0.10093,-0.98381
1,-0.24132,0.25222,0.56443,-0.52418,-2.3725,2.5553,-0.036256,-0.14748,1.2568,-0.63664,0.36598,0.24487,-0.17973,-0.42836,-0.11374,0.09011,-0.72485,-0.16688,0.23021
1,0.66837,-0.062401,0.17912,-0.25929,-0.85172,1.6851,-0.32437,-0.36839,1.66,-0.16256,-0.6769,0.0736,-0.13752,-0.41844,0.11163,-0.049192,-0.32481,-0.13392,-0.14434
1,-0.63974,0.032643,0.20714,-0.15916,-2.4401,0.39139,-0.19722,-0.26826,1.004,-0.73713,-0.098827,0.24558,-0.15153,-0.31048,-0.18406,-0.3094,-0.91341,-0.072539,-0.6796
