class,TFRC,CD26,MIG6,PI3KP110ALPHA,GAPDH,INPP4B,GSK3ALPHABETA,BRD4,NDRG1_pT346,FOXM1,NF2,HER3,ACVRL1,DUSP4,RAB25,JNK_pT183Y185,IGFBP2,PKCDELTA_pS664,X4EBP1
1,-0.38721,0.24176,0.52487,-0.09741,-3.0278,2.7983,-0.53997,-0.95187,2.0111,0.62922,-0.61543,0.16224,-0.028955,0.56493,0.279,0.25652,-0.22151,-0.0086058,-0.24726
1,-1.2625,0.18845,0.021949,-0.31423,-3.2057,0.13471,-0.41481,-0.23292,0.49414,-0.72125,0.41535,0.1898,-0.084929,-0.96838,-0.032961,0.088663,-0.30806,-0.075596,-0.30126
1,-1.1884,0.54104,0.20826,-0.49423,-2.6086,1.3057,-0.30321,-0.2499,1.206,-0.14207,-0.48115,0.43124,-0.158,-0.27057,0.15809,0.16872,-0.16707,0.027224,-0.47474
1,-0.90812,-0.04464,-0.070621,-0.36328,-4.0187,-0.26495,-0.58073,-0.75778,0.52005,-0.66355,-0.35736,0.051203,0.013847,-0.42873,-0.69274,0.20214,-0.79007,0.12901,0.19394
1,-1.2722,0.73024,0.062418,-0.34532,-0.21905,-0.4854,-0.4414,-0.38151,-0.44832,-0.72542,0.37049,0.13539,0.050713,-0.48535,0.016427,-0.19455,0.55419,0.25521,-0.37512
1,-0.76329,0.28258,0.094586,-0.22979,-2.9904,1.2687,-0.23685,-0.421,0.92258,-0.77215,-0.18006,0.7158,-0.13065,-0.79044,-0.30184,-0.11386,-0.74643,0.12697,-0.47617
1,-1.084,-0.56974,0.12777,-0.34954,-2.9924,0.472,-0.28791,-0.78833,0.82152,-0.56698,-0.65563,1.5342,-0.16419,0.78645,0.46607,-0.095845,0.88923,-0.11226,-0.9052
1,-0.5261,-0.32147,0.21608,-0.6294,-1.8241,1.2576,-0.22667,-0.60449,1.4709,-0.18901,-0.406,0.64471,-0.10722,0.42663,0.40114,-0.14246,-1.2935,-0.40765,-0.37538
1,-0.70326,-0.12611,0.8969,-0.13436,-0.97724,0.012028,-0.23979,-0.11716,0.68834,0.057975,-0.020665,0.54678,-0.27321,0.22736,0.47705,-0.2624,-1.4856,0.21972,-0.026786
1,1.1986,0.011177,0.46985,-0.50698,-1.5165,1.0387,0.048907,-0.51704,0.051139,0.34537,0.88527,-0.22203,-0.15393,-0.18147,-0.50478,0.01092,-1.0895,-0.20979,1.1887
1,-1.2593,-0.085039,0.27205,-0.2808,-2.4614,1.0315,-0.21368,-0.13727,0.52907,-0.63413,-0.24832,0.40705,-0.0054574,-0.46351,-0.54158,-0.014663,-0.76988,-0.026539,-0.2416
1,-0.39054,0.025137,0.016618,-0.38845,-2.5696,0.58095,-0.17604,-0.39982,1.2219,-0.47011,0.1702,0.31367,-0.22208,-0.55049,-0.080933,0.13006,-0.02135,-0.087225,-0.42004
1,-0.37252,0.076822,0.33453,-0.43167,-2.7141,0.93733,-0.11149,-0.37045,1.6719,-0.61834,0.30068,0.77747,-0.10557,0.084905,-0.24657,-0.14841,-1.21,-0.062362,-0.179
1,-0.86725,0.17872,0.10101,-0.82435,-3.0831,-0.44784,-0.10701,-0.3467,0.98009,-0.58562,-0.2129,0.22645,-0.21833,0.30792,0.10503,-0.092996,-0.87431,-0.05758,-0.060496
1,-0.74059,-0.1473,0.092879,-0.27406,-2.6544,0.29831,-0.25497,-0.58177,1.8992,-0.17302,-0.39208,0.79383,-0.044111,0.030384,-0.41512,0.094481,0.59841,-0.22089,-0.62252
1,1.3805,-0.28594,0.26439,-0.21095,-0.098347,0.56885,-0.0047287,-0.25603,0.83681,-0.3948,-0.011405,0.30549,-0.15283,1.5271,0.65804,-0.20811,-1.3964,-0.29254,-0.2803
1,1.7309,-0.28802,-0.10522,-0.0061942,-0.5899,0.77907,0.0031693,0.64603,0.52677,0.66843,0.21541,-0.25147,-0.37094,-0.037814,-1.1763,-0.061402,3.4345,-0.34997,0.067805
1,-0.044004,-0.1722,0.058959,-0.24169,-2.8076,1.3815,-0.12339,-0.17737,1.1793,-0.6677,-0.1926,0.6835,-0.29571,-0.18225,-0.59527,-0.092461,-0.56254,-0.093249,-0.38853
1,-0.50857,0.027924,0.56076,-0.26916,-2.1361,0.87364,-0.24395,-0.42006,1.8841,-0.7489,-0.50203,-0.0018232,-0.17241,-0.87679,-0.37838,-0.23147,-0.3168,0.0090831,-0.36564
1,-0.45757,0.23202,0.68259,-0.40699,-2.0438,2.3044,-0.21285,-0.43373,2.435,-0.71849,0.033535,0.21748,-0.20441,-0.94549,-0.53485,-0.042526,-0.58596,-0.083705,-0.5636
1,-0.12809,-0.37417,-0.075374,-0.46451,-4.2762,0.21234,-0.23973,-0.4431,1.1046,-0.5991,-0.14063,0.037103,-0.076178,0.67127,-0.50016,-0.020562,-0.6053,-0.18126,-0.42052
1,-1.0643,-0.31544,-0.21077,-0.47605,-3.1245,1.3287,-0.21627,-0.93286,1.034,-0.88874,-0.099646,0.772,-0.15713,-0.40997,-0.075659,0.14014,-0.74545,-0.088487,-0.34021
1,-0.16899,-0.22435,0.2328,-0.24589,-2.071,1.8312,0.04884,0.024599,0.95003,-0.39885,0.27586,-0.36461,-0.18543,0.26597,-0.35351,-0.11977,0.11862,0.054389,-0.050772
1,-1.0526,-0.15825,0.20555,-0.55338,-2.991,0.43928,0.0054872,0.0087386,0.95532,-0.10107,-0.7843,0.90369,-0.10995,-0.15831,0.31409,-0.054102,-0.88682,-0.29718,-0.12524
1,-0.5492,0.049768,0.42853,-0.32493,-0.62954,1.2424,-0.24833,-0.028953,1.9217,-0.43693,0.79518,0.071576,-0.11291,-0.83001,-0.16957,-0.069224,1.0239,0.089975,-0.041233
1,-0.71072,0.17049,0.47931,-0.24213,-1.504,-0.46836,-0.10585,-0.15721,0.92068,-0.58561,0.25656,-0.075841,-0.035902,-0.36293,-0.15525,-0.15286,-0.69548,0.044406,0.12614
1,-0.73304,0.62508,-0.052166,-0.2884,-5.125,1.1635,-0.39766,-0.020556,0.76222,-0.15959,0.079914,0.6774,-0.24989,-0.23976,0.9108,-0.24858,-1.0136,0.12483,-0.10785
1,0.4575,-0.21515,0.70924,-0.41317,-2.0643,0.89747,0.052911,-0.48989,2.4804,-0.44668,0.074684,0.3741,-0.21905,-0.05744,-0.21664,0.23081,-1.1041,-0.35722,-0.39874
1,-0.30835,0.092857,0.049615,-0.27488,-2.9127,0.38091,-0.088769,-0.4551,0.80487,-0.43291,-0.15659,1.505,0.05147,-0.75924,0.00067283,0.14409,0.54468,0.055058,-0.48641
1,0.59006,-0.052389,-0.032161,-0.32239,-4.486,-0.4271,-0.39748,-0.90668,0.93348,-0.73367,-0.14715,0.14268,0.11563,-0.27156,-0.23535,0.25444,-0.82891,-0.11914,-0.37388
1,0.54772,0.48046,0.31738,0.26945,-0.94207,1.4345,-0.20225,-0.25038,0.64505,0.17401,0.36,0.35006,-0.10712,-0.48015,0.12477,-0.21892,-0.58819,0.14374,0.40768
1,-1.1528,-0.17151,-0.15751,-0.56128,-2.9928,0.80474,-0.20386,-0.55224,0.50566,-0.017909,-0.089586,-0.1605,-0.21544,1.6221,-0.47906,0.00068089,0.81747,-0.21023,0.35934
1,-0.9558,0.037081,0.4543,-0.12042,-1.7622,1.4029,-0.23712,-0.036669,1.1287,-0.6898,0.002127,0.3765,-0.13154,-0.77854,0.070738,-0.087376,0.055655,0.10924,-0.088557
1,-0.59203,-0.22311,0.13044,-0.43439,-4.9801,0.089638,-0.28639,-0.94734,1.1591,-0.55686,-0.4862,0.71685,-0.19071,1.4623,0.11718,-0.02263,-0.70437,-0.11957,-0.88918
1,0.063438,0.029602,0.074257,-0.22524,-0.77809,1.0066,0.11308,-0.3127,0.51683,0.41289,0.021188,0.087225,-0.21732,-0.23457,-0.17884,-0.27652,1.9187,-0.26392,-0.1581
1,-0.12141,-0.058859,0.037733,-0.26851,-2.9555,0.98722,-0.13007,-0.26695,0.38629,-0.73296,0.3721,0.3527,-0.064186,-0.61018,-0.080317,0.17666,-0.69548,0.20404,-0.60434
1,-0.84321,0.35581,0.10983,-0.0030564,-2.4134,-0.093901,-0.16083,-0.58495,0.31497,-0.68895,-0.45536,0.15894,0.001514,-0.59472,-0.14359,-0.0056193,-0.12431,0.031197,-0.66859
1,0.40257,0.19857,-0.045844,-0.69417,-0.58646,-0.036639,-0.21883,-0.62498,1.5629,-0.30347,0.47147,0.037548,-0.11772,-0.60153,0.11965,0.073968,-0.37508,0.081381,-0.58015
1,-1.7105,-0.040437,0.030966,-0.37015,-4.4896,-0.46021,-0.28891,-0.745,0.99174,-0.6757,0.0093649,0.71583,-0.013318,-0.34775,1.0859,0.21135,1.608,0.01959,-0.25264
1,1.648,-0.44723,-0.11642,0.69393,1.6998,-0.60823,0.055001,0.26237,-0.64748,0.91104,-0.71626,-0.027545,-0.19467,-0.57141,-0.5918,-0.25462,0.88365,-0.39492,0.74107
1,-1.3011,0.40578,0.037161,-0.55721,-4.2555,-0.42618,-0.59465,-0.48858,2.2882,-0.45579,-0.21826,0.49646,0.085672,-0.23206,0.11264,0.17654,-1.0998,-0.018237,-0.32365
1,-0.87585,-0.40106,0.15102,-0.52396,-2.9613,-0.52983,-0.27071,-0.57271,-0.20018,-0.71989,0.38596,0.60648,0.097427,-0.20542,1.2205,0.068138,0.19594,-0.22213,-0.69288
1,-0.8799,-0.076733,0.04352,-0.41256,-1.686,0.29471,-0.1956,-0.3305,1.1793,-0.77049,-0.01121,-0.11271,-0.15616,-0.44225,-0.89322,0.17052,0.045497,-0.010262,-0.40308
1,-0.22252,-0.055781,0.14892,-0.15504,-2.639,0.59586,-0.34285,0.076869,1.4064,-0.31719,0.51731,0.08432,-0.21039,-0.44333,-0.66695,-0.2755,-1.0372,0.28475,-0.51093
1,-0.45351,0.023299,0.64067,-0.37395,-0.62567,3.0529,-0.25023,-0.021413,1.2035,-0.41702,0.27808,0.45422,-0.24053,-0.645,-0.92667,-0.20016,-1.219,0.45211,-0.12711
1,-0.13018,0.35609,0.17389,-0.23615,-3.3515,-0.16648,-0.13008,-0.43747,0.99582,-0.5857,0.36158,0.54682,-0.0054091,-0.51777,-0.4923,-0.035674,-0.82656,0.12316,-0.58751
1,0.9888,0.1571,-0.036178,-0.31075,-1.0682,0.32839,0.50534,-1.2372,1.5955,-0.26086,0.11637,-0.10605,-0.063809,-0.26192,0.28027,0.15305,-1.3404,-0.12551,1.2716
1,-0.35159,0.83455,0.32615,-0.24016,-2.2941,0.26662,-0.33911,-0.49886,1.5792,-0.47412,-0.3883,0.4284,0.0089536,-0.024876,-0.12806,0.0079117,-0.17409,0.25295,-0.56502
1,-0.78219,-0.22378,0.08939,-0.85445,-2.7063,0.077154,-0.24563,-0.49986,1.391,-0.15042,-0.11422,0.8298,-0.2517,1.3849,0.21146,0.012646,2.5052,-0.10193,-0.42321
1,-1.3765,0.0016248,0.097505,-0.37672,-3.4164,0.4014,-0.21513,-0.63594,-0.095362,-0.56234,-0.022744,1.8033,-0.13066,-0.78042,-0.41818,0.41656,-0.49585,-0.08804,-0.65926
1,-1.1785,-0.11577,-0.033517,-0.46389,-3.4135,-0.072182,-0.1412,-0.5539,1.1241,-0.51361,-0.15025,0.14856,-0.046994,0.1651,0.39638,-0.061438,-0.83313,-0.27284,-0.4373
1,-0.87764,-0.28925,0.059399,-0.16853,-2.8345,-0.30387,-0.16213,-0.64652,0.71574,-0.79852,-0.01277,0.96077,-0.024364,-0.18361,1.8975,-0.043206,0.4582,0.16075,-0.84218
1,-0.80732,-0.015304,0.41456,-0.27178,-2.2097,-0.37386,-0.47665,-0.96218,1.3524,-0.81696,-0.32529,-0.15048,-0.17842,-0.86113,-0.80595,-0.22198,-0.12752,0.27628,-0.30209
1,-1.1235,-0.096872,-0.089279,-0.74707,-4.005,-0.19218,-0.52578,-1.0959,-0.15086,-0.45705,-0.37754,-0.055838,-0.026761,-0.94875,-0.62935,0.0601,2.1468,0.018088,-0.35976
1,0.5585,0.39642,0.015854,-0.54086,-1.6256,0.41328,-0.044995,0.055305,-0.47551,-0.18007,-0.52719,-0.033565,0.021498,0.86412,0.35684,-0.20569,1.1071,-0.10418,0.046075
1,-0.51445,-0.14834,0.58348,-0.41803,-1.9078,0.60025,-0.030105,-0.092625,1.4974,-0.71251,0.055186,0.95209,-0.20736,0.64898,0.18013,0.073756,0.49825,-0.16904,-0.58436
1,0.22427,-0.33819,0.091203,-0.54572,-1.9554,0.25108,-0.086318,-0.84396,1.9082,-0.3221,-0.60203,0.20186,-0.1748,1.8982,0.12446,-0.13073,0.33988,-0.20407,-0.023529
1,0.11161,-0.051289,0.4023,-0.21911,-2.5166,0.47597,-0.24367,-0.32259,1.4212,-0.45656,-0.30733,0.22136,-0.057385,-0.30868,-0.070845,-0.042597,-1.2155,-0.071922,-0.54967
1,0.097993,0.26601,-0.029456,-0.33509,-1.6684,0.66211,-0.20777,0.059774,2.7206,-0.26675,-0.30626,0.46169,-0.21226,0.00091456,-0.095456,0.0026071,-0.46018,-0.065948,-0.46985
1,-0.52368,0.043625,0.66737,-0.47292,-2.5235,0.13428,-0.29642,-0.55217,1.3917,-0.58959,-0.42923,0.12552,-0.22008,-0.17341,-1.0751,-0.0084986,-0.7279,-0.13521,0.28003
1,-1.0596,0.093815,0.080407,-0.30707,-2.792,0.58608,0.016187,-0.27187,1.1091,-0.56886,-0.21149,0.18783,-0.23107,0.83594,0.29031,0.31813,0.55204,-0.17248,-0.37015
1,-0.7597,0.2223,0.53147,-0.48498,-0.83586,-0.39182,-0.25552,-0.26919,2.0151,0.19632,-0.32281,0.18173,-0.28715,-0.78553,-0.70608,-0.023513,-0.076139,0.010936,0.16313
1,-0.40304,0.035252,0.35224,-0.30628,-2.5932,0.30797,-0.2588,-0.1345,1.0516,-0.32868,0.018211,-0.03011,-0.12877,-0.52056,-0.045588,-0.080016,-0.8261,-0.051439,0.078244
1,-1.3629,0.46818,-0.10158,-0.66625,-2.5762,-0.27869,-0.069805,-0.40166,2.0904,-0.903,0.026305,0.64258,-0.14309,-0.70003,0.060851,0.16181,-0.1239,-0.016867,-0.43755
1,0.42154,-0.19773,0.86922,-0.28934,-2.3184,0.058215,0.12328,-0.094728,1.423,0.11494,-0.79721,0.73472,-0.18225,0.056573,0.84676,-0.029466,-0.89168,-0.14256,-0.1465
1,-1.6209,-0.19135,-0.038577,-0.79363,-1.3573,1.9413,-0.19613,-0.41043,1.4556,-0.27917,0.20172,0.98861,-0.23347,-0.5973,0.98758,-0.097983,-0.4445,0.24276,-0.29482
1,-0.95966,-0.20992,-0.013011,-0.31875,-5.1256,1.4549,-0.2429,-1.0342,0.1609,-0.73347,-0.82811,0.52765,0.069768,0.98829,1.3802,0.010605,-1.1069,-0.0034919,0.14997
1,-0.70892,0.89407,-0.011144,-0.29316,-1.7675,-0.57409,-0.32076,-0.18321,0.020685,-0.54069,-0.37789,0.89709,0.054212,-0.33845,1.0436,-0.095982,-1.0927,-0.16963,0.52111
1,-0.43285,0.36375,0.66967,-0.10556,-2.9281,1.0807,-0.29342,-0.32181,0.22452,-0.50843,-0.066967,-0.018549,-0.18737,-0.61289,-0.16413,-0.219,-0.63757,0.19474,-0.12541
1,0.30297,0.11887,0.37324,-0.56695,-1.011,0.43333,-0.063338,-0.76713,1.2135,-0.084652,-0.90617,-0.098482,0.040814,-0.14707,0.75935,0.023553,0.15688,-0.27449,0.20426
1,-0.3564,0.53924,1.5451,-0.39658,-0.20812,-0.39833,-0.10428,-0.22735,0.043214,-0.45674,0.003145,0.6594,-0.13177,-0.49308,0.86465,-0.258,-1.0954,-0.0525,0.1851
1,-0.35125,-0.0083312,0.14695,-0.29914,-2.2174,2.0785,-0.20175,-0.445,1.8877,-0.0052691,-0.0243,0.20432,-0.0085889,-0.51787,-0.27772,0.12474,0.35171,-0.16456,-0.13646
1,-0.3532,0.13161,0.21135,-0.13387,-2.668,0.28426,-0.015224,-0.37478,1.3436,-1.0197,-0.22359,0.43634,-0.13246,0.49991,1.081,-0.21186,-0.85283,-0.03581,-0.40117
1,0.31303,-0.25927,0.6033,-0.31533,-2.534,-0.24074,-0.10001,-0.3146,0.46814,-0.18463,0.2043,0.65425,-0.21074,-0.49693,0.27897,-0.038876,-0.78533,-0.32147,-0.099965
1,-0.12513,-0.21615,1.3497,-0.60986,0.66225,-0.41,-0.2386,0.16912,0.83792,-0.5086,-0.2013,-0.12428,-0.16585,-0.80089,-0.46253,-0.15558,-1.3664,-0.075293,0.165
1,0.59724,-0.16841,0.48191,-0.53734,-1.7108,-0.25798,0.071173,-0.76891,1.9014,-0.50444,0.11791,-0.046428,-0.12389,1.7623,0.43739,0.056441,-0.22439,-0.4647,0.73581
1,-1.2638,0.093592,0.019122,-0.40763,-3.0139,0.020253,-0.26932,-0.77988,-0.10205,-0.8099,-0.37744,0.023026,0.0524,-0.13058,1.8136,0.042345,0.7334,-0.16714,-0.17689
1,-1.3551,-0.22303,0.15465,-0.21625,-1.2429,1.2374,-0.024093,-0.6025,1.6145,-0.96183,0.039452,1.0311,-0.10909,0.54259,0.58157,0.31174,0.065096,-0.1266,-0.88448
1,-0.64263,-0.28999,0.88448,-0.45278,-0.74321,-0.37778,-0.1437,-0.41807,1.3671,-0.17429,0.48536,-0.04996,-0.22521,0.37268,-0.87906,-0.22397,-0.97744,-0.027153,-0.72449
1,0.44987,0.042585,1.3953,0.50955,1.4641,-0.69197,-0.089703,0.18801,-0.22159,0.84615,1.5586,-0.47203,-0.081634,0.19344,-1.2644,-0.26113,-1.1168,-0.044302,0.98082
1,-0.37394,0.57119,0.18395,-0.28649,-1.8865,0.72759,-0.20732,-0.24958,0.8915,-0.42965,-0.22837,0.67389,0.10289,0.49496,1.0113,-0.14358,1.3509,-0.058892,-0.090272
1,-0.42139,0.04129,0.52558,-0.51164,-1.08,-0.60022,-0.24174,-0.11122,1.8294,-0.42658,0.16562,0.039349,0.0075393,-0.76107,0.38738,-0.1452,-0.8349,-0.21586,-0.073402
1,-0.65503,-0.009714,0.17299,-0.66378,-2.1494,-0.12141,0.054348,-0.24483,1.6012,-1.059,0.70314,0.17689,-0.32882,-0.31088,0.94379,-0.072022,-0.88331,0.14417,-0.77445
1,-0.96328,0.60423,0.212,-0.73647,-2.8427,0.08239,-0.5547,-0.51126,1.2944,-0.81028,-0.34835,0.59216,0.078574,-0.3342,-0.17137,0.11369,-0.81089,-0.29205,-0.25311
1,0.044767,0.071037,-0.057752,-0.32282,-2.9083,1.172,-0.27873,-0.36659,1.9403,-0.70889,0.085546,0.18038,-0.12744,-0.64718,-0.85802,0.040528,-0.45086,-0.038703,-0.12481
1,-0.70973,0.2921,-0.053294,-0.31757,-2.7951,-0.45011,-1.2883,-1.6564,1.4503,0.013963,-0.72147,-0.17933,0.23551,-0.39503,-0.69144,0.29338,-1.3139,0.16176,1.3102
1,-0.47659,-0.020172,0.85005,-0.78539,-1.172,0.10994,-0.27147,-1.6428,3.4803,0.361,-0.12977,0.97662,0.19795,1.3366,-0.65256,0.43927,-0.027624,-0.70381,-0.2465
1,0.22529,0.070448,0.16514,-0.30099,0.75651,1.1079,-0.25065,-0.26581,2.8395,0.028992,-0.29478,0.2877,-0.19328,0.17173,-0.20429,0.0047232,0.23124,0.026521,0.011122
1,-0.62759,0.11431,-0.020511,-0.32214,-1.775,0.17423,0.015743,-0.56254,3.0443,-0.63989,-0.27512,-0.32697,-0.20406,1.7736,0.53053,-0.058856,1.2596,-0.43751,0.47267
1,-2.0746,0.1117,0.31371,-0.24248,-1.3075,1.1428,-0.23176,-0.085629,0.86867,-0.80732,0.66448,-0.051335,0.090174,-0.11306,0.22325,0.2249,0.3462,0.11018,-0.27932
1,0.30531,1.4573,0.27701,-0.52531,-0.48114,0.68098,-0.059619,-0.10147,3.0937,0.25514,-0.54363,0.075829,-0.20384,1.2898,-0.91845,-0.13706,2.0703,-0.34605,0.18825
1,-0.78556,-0.039638,0.19673,-0.19498,-3.4713,0.58576,-0.1334,-0.19666,0.087276,-0.315,-0.37294,0.26683,-0.12818,-0.46598,-0.26044,-0.057761,-0.62892,-0.065941,-0.10211
1,0.31757,0.27514,0.20523,-0.2009,-1.1535,2.3261,0.047757,0.57724,0.77235,-0.35417,-0.23518,0.034997,-0.19454,-0.57191,0.4611,-0.12175,-0.62636,-0.23742,0.4978
1,-0.88932,0.023236,-0.0043965,-0.59675,-2.0407,1.4376,-0.16062,-0.70381,1.1435,-0.89941,0.25318,-0.27789,-0.2026,-0.70974,-0.77265,0.084732,0.1539,-0.045958,-0.41954
1,-0.22486,-0.26966,0.3362,-0.32988,-2.2041,0.30179,0.20279,0.60778,0.64853,1.2474,-0.76631,-0.090111,-0.26467,-0.035467,0.0559,-0.16457,2.7535,0.078913,0.54025
1,0.56588,-0.35845,-0.15247,-0.37832,-0.81708,0.23614,-0.092908,0.05632,1.7397,-0.054007,-0.29147,-0.057499,-0.1993,-0.2164,-0.4181,-0.13494,1.3642,-0.27757,0.38325
1,0.33672,-0.16073,-0.088408,-0.6925,-2.089,1.5944,-0.42436,-1.0016,0.69378,-0.357,-0.16777,0.79491,-0.17719,-0.39693,0.40198,0.26351,0.04706,-0.20356,-0.39331
1,-0.17513,-0.15962,0.21881,-0.49009,-2.002,0.87015,0.13987,-0.24576,-0.19104,-0.024949,0.10579,0.2239,-0.32082,0.96099,0.078328,-0.16928,1.4757,-0.060411,0.39254
1,-0.50344,-0.36693,-0.2168,-0.59124,-2.1536,-0.37347,0.024451,-0.66775,0.72441,0.65144,-0.55656,-0.1249,-0.21061,0.76304,-0.42258,-0.04346,2.5916,-0.26619,0.37918
1,-0.55793,0.035247,0.12159,-0.88302,-2.8913,-0.19431,-0.12,-0.4051,0.91015,0.24208,0.19479,1.2175,-0.38027,-0.15041,0.31183,-0.11196,-1.0962,-0.0116,0.047618
1,-0.89321,0.16462,-0.053044,-0.39202,-4.1482,0.23203,-0.41045,-0.68715,1.1579,-0.67281,-0.14675,-0.074473,0.049607,-0.32287,-0.13003,0.19053,-0.50018,-0.17667,0.026639
1,-0.96343,-0.017473,0.052188,-0.97603,-2.6631,1.7073,-0.23962,0.057709,1.8747,-0.87953,-0.57591,0.7271,-0.13455,-0.89792,0.45656,-0.2383,-0.19974,-0.010058,-0.16287
1,0.97453,0.12973,0.09311,-0.54541,0.91733,1.5534,-0.043599,-0.42306,-0.75677,0.44855,-0.39766,-0.13881,-0.13845,-0.33192,0.21456,-0.11004,-0.11088,-0.23505,0.65134
1,-0.16699,-0.014269,0.2537,-0.71394,-2.9324,0.14849,-0.68131,-0.74822,1.4195,-0.023234,-0.41226,0.4284,0.065285,0.33677,-0.57684,0.3309,1.5823,0.17498,-0.1488
1,-0.10518,0.0054197,1.2059,-0.28898,-2.0826,0.7394,-0.32806,-0.57413,1.6391,-0.19665,-0.33146,-0.045242,-0.047123,-0.56467,-0.32314,-0.14745,0.097128,-0.21463,0.010864
1,1.2564,0.21556,0.1936,-0.27844,-2.4044,0.92883,-0.082236,-0.28172,1.4808,0.18459,0.61662,0.22855,-0.33471,-0.75907,-0.72052,-0.067455,-0.081308,0.10043,0.020816
1,-1.8886,-0.25335,-0.21295,-0.56595,-2.8171,-0.0020845,-0.2853,-0.8746,1.5664,-0.75453,-0.35252,0.65954,-0.14771,0.82325,0.58801,0.18479,1.1645,-0.16893,-0.27824
1,-0.61221,0.029906,0.16879,-0.36281,-1.8167,1.2395,-0.031585,-0.54409,0.40128,-0.3795,-0.20347,0.47005,-0.22015,2.73,0.37081,-0.091543,0.44565,-0.083205,0.11318
1,-0.83914,-0.027864,0.16525,-0.55404,-3.4467,0.73929,-0.1565,-0.47481,1.1749,-0.72681,-0.45622,0.45934,-0.27782,-0.82955,-0.26336,0.18831,-0.99895,-0.17084,-0.52174
1,-0.47097,0.20797,1.0512,-0.93534,-1.5219,0.90892,-0.38675,-1.0265,1.7906,-0.11842,-1.3841,0.23042,-0.065102,0.81157,1.064,0.86883,0.35975,0.86076,0.37915
1,-0.4537,0.30066,0.32683,-0.28547,-4.0456,-0.05505,-0.22392,-0.62238,2.1299,0.050569,-0.14018,-0.38576,0.091057,0.16646,-0.45633,0.088826,-0.85314,-0.05233,0.47343
1,0.25886,-0.34464,-0.046084,-0.4402,-5.0074,2.0765,-0.19502,-1.0092,0.50556,-0.84712,-0.043468,0.50404,-0.10799,0.88315,0.49404,0.20952,0.5484,0.098651,-0.32422
1,-0.050128,-0.39936,-0.21637,-0.41433,-4.2322,0.017027,-0.35501,-0.67639,0.66452,-0.67649,-0.32179,0.093958,-0.20361,-0.2481,-0.66247,0.082393,-0.94885,-0.15716,-0.86067
1,-1.1521,-0.020935,-0.014919,-0.75689,-3.6857,0.372,-0.4369,-0.67256,0.47241,-0.53223,-0.42586,0.22974,-0.00090852,1.2009,0.46845,0.16825,0.18311,-0.21376,-0.31756
1,-0.63628,0.33337,0.91158,-0.087374,-0.60104,1.005,-0.084861,-0.33521,0.1769,-0.013572,-0.31272,-0.29938,-0.033561,-0.53781,-0.26147,-0.1155,-0.94503,-0.067577,0.42278
2,1.2481,-0.47597,-0.19593,-0.34779,-2.4202,-0.57182,0.00057942,-0.053517,2.4215,-0.11677,0.39401,-0.10771,-0.21585,-0.30798,-0.50389,-0.036967,1.2556,-0.15902,0.44996
2,1.1188,-0.30329,-0.15854,-0.1384,-0.70234,0.4128,0.12204,-0.22581,2.5603,-0.61066,0.3442,-0.30054,-0.21732,-0.28831,-0.33336,-0.067845,0.32116,-0.3059,-0.45643
2,-0.60247,-0.45111,-0.12923,-0.49261,-3.7164,0.025185,-0.099627,-0.59372,3.3798,-0.51599,-0.075173,-0.25582,-0.11263,-0.28535,-0.96834,-0.043351,0.81629,-0.25521,-0.19678
2,2.2994,-0.55599,-0.46464,0.15261,0.27776,-0.50123,-0.065909,0.68346,2.724,1.0325,1.1131,-0.11559,-0.55994,-1.0351,-0.48118,-0.41621,1.7437,-0.16607,0.19329
2,1.5218,-0.58896,-0.25749,0.0079974,-1.9915,0.25593,-0.094114,-0.16449,2.5423,0.17884,0.57569,-0.32669,-0.35658,-0.66071,-0.91899,-0.34861,1.3741,-0.30617,0.10374
2,-2.606,-0.48917,-0.061472,-0.10246,-2.3424,0.24867,0.21807,0.58135,-0.20435,-1.0302,0.1795,1.261,-0.25834,-0.028833,0.10604,-0.049928,0.96501,-0.12673,0.19784
2,-0.4879,-0.46162,-0.16012,-0.23348,-0.055199,3.2117,0.034823,0.31062,1.6168,-0.70376,0.76333,0.72871,-0.065596,0.2874,0.39113,-0.21382,-1.1319,-0.041848,-0.40324
2,1.0737,-0.36744,-0.33115,0.64617,-0.34312,-0.22117,-0.050457,0.80818,1.6463,0.10208,0.6257,0.52656,-0.38232,-1.2591,0.098964,-0.30309,1.4707,-0.053119,-0.28786
2,-0.16433,-0.14323,0.0043954,-0.26167,-2.837,-0.018009,-0.16868,-0.53438,0.75067,-0.70963,0.16647,-0.11278,-0.12541,-0.38696,-0.65053,0.29272,-1.0903,-0.17343,-0.068785
2,1.7328,0.013555,0.070149,-0.10813,-1.9532,0.0988,-0.26614,-0.21075,1.4686,-0.47344,0.067139,-0.3038,-0.20074,-0.58943,-0.45663,-0.2197,1.0057,-0.30258,0.19893
2,-1.1584,0.082835,-0.038072,-0.12165,-3.3735,0.27725,-0.28423,-0.5169,0.38134,-0.58904,-0.1315,-0.21587,-0.15827,-1.1555,-1.1591,-0.092072,0.20957,0.36027,-0.34811
2,0.64971,-0.41522,0.18451,0.034285,-0.59001,-0.54548,0.30962,1.6441,-0.62041,1.0506,0.2279,0.40691,-0.33131,-1.0181,-0.49804,-0.51472,1.6986,-0.54448,-0.23214
